Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-16 00:00:00-05:00,AAPL,246.8734732550572,250.24820975700106,246.53499250196242,249.90972900390625,51694800,0.0,0.0
2024-12-17 00:00:00-05:00,AAPL,248.95404406138837,252.68716009783537,248.655391740455,252.33872985839844,51356400,0.0,0.0
2024-12-18 00:00:00-05:00,AAPL,251.02469300208548,253.135143175504,246.62459517802284,246.93319702148438,56774100,0.0,0.0
2024-12-19 00:00:00-05:00,AAPL,246.3856613682502,250.86540066585474,245.97750369773615,248.66534423828125,60882300,0.0,0.0
2024-12-20 00:00:00-05:00,AAPL,246.92322076153135,253.8518908180873,244.58381048961357,253.3441925048828,147495300,0.0,0.0
2024-12-23 00:00:00-05:00,AAPL,253.62291772369178,254.49894524760987,252.30885365268378,254.12066650390625,40858800,0.0,0.0
2024-12-24 00:00:00-05:00,AAPL,254.3396705835317,257.0474099027653,254.14055892454206,257.0374755859375,23234700,0.0,0.0
2024-12-26 00:00:00-05:00,AAPL,257.0275101814573,258.9289141129315,256.47003399402934,257.853759765625,27237100,0.0,0.0
2024-12-27 00:00:00-05:00,AAPL,256.66912911312295,257.53523753189216,251.92061656694878,254.43922424316406,42355300,0.0,0.0
2024-12-30 00:00:00-05:00,AAPL,251.09434735441482,252.35863351915538,249.6210152068174,251.06448364257812,35557500,0.0,0.0
2024-12-31 00:00:00-05:00,AAPL,251.30342042234355,252.1396347735265,248.30696287880588,249.29251098632812,39480700,0.0,0.0
2025-01-02 00:00:00-05:00,AAPL,247.80920478270548,247.97845273823052,240.73123158611202,242.75209045410156,55740700,0.0,0.0
2025-01-03 00:00:00-05:00,AAPL,242.2642822265625,243.08058231147606,240.80089962583668,242.2642822265625,40244100,0.0,0.0
2025-01-06 00:00:00-05:00,AAPL,243.2100158477468,246.21642284830082,242.10501290585998,243.89691162109375,45045600,0.0,0.0
2025-01-07 00:00:00-05:00,AAPL,241.88599852058522,244.44443460073458,240.263347789176,241.11947631835938,40856000,0.0,0.0
2025-01-08 00:00:00-05:00,AAPL,240.83078235887348,242.61273160476242,238.9692066706783,241.60726928710938,37628900,0.0,0.0
2025-01-10 00:00:00-05:00,AAPL,238.92936055450792,239.07869430046486,231.95092822526084,235.78359985351562,61710900,0.0,0.0
2025-01-13 00:00:00-05:00,AAPL,232.47854174290725,233.61340834282421,228.6856985060818,233.34461975097656,49630700,0.0,0.0
2025-01-14 00:00:00-05:00,AAPL,233.69305795736565,235.05688478727922,231.4233246799516,232.22967529296875,39435300,0.0,0.0
2025-01-15 00:00:00-05:00,AAPL,233.5835582088168,237.88411516800545,233.3744970274307,236.79901123046875,39832000,0.0,0.0
2025-01-16 00:00:00-05:00,AAPL,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100,0.0,0.0
2025-01-17 00:00:00-05:00,AAPL,231.0748831620974,231.2441159203825,227.45127273918456,228.94451904296875,68488300,0.0,0.0
2025-01-21 00:00:00-05:00,AAPL,222.99146586562136,223.40957304130882,218.39227174297113,221.63758850097656,98070400,0.0,0.0
2025-01-22 00:00:00-05:00,AAPL,218.80041619812283,223.1109227348787,218.80041619812283,222.82223510742188,64126500,0.0,0.0
2025-01-23 00:00:00-05:00,AAPL,223.72813912330528,226.00782197454978,221.29912251598503,222.6529998779297,60234800,0.0,0.0
2025-01-24 00:00:00-05:00,AAPL,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900,0.0,0.0
2025-01-27 00:00:00-05:00,AAPL,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400,0.0,0.0
2025-01-28 00:00:00-05:00,AAPL,229.81061530558512,239.10855876935992,229.7707868971689,237.18724060058594,75707600,0.0,0.0
2025-01-29 00:00:00-05:00,AAPL,233.06589003597526,238.78005164957875,232.9563846938824,238.2823028564453,45486100,0.0,0.0
