Date,Prefix,Ticker,Number,Price,Act,Amount,Day,Day Buys,Day Sales,Day Aggr.,Buy Aggr.,Sale Aggr.
2/5/25,,DSY,"1,000",40.60 ,,,,,,,,
2/6/25,,ALDNE,"10,000",(1.10),,,,,,,,
2/6/25,,GLE,"1,000",34.53 ,,,,,,,,
2/6/25,,DDD,"15,000",4.64 ,,,,,,,,
2/6/25,,MVEUN0,363,(42.20),,,,,,,,
2/6/25,,IAG,"10,000",362.61 ,,,,,,,,
2/6/25,,NEE,"1,000",(68.93),,,,,,,,
2/6/25,,NVAX,"4,500",(9.75),,,,,,,,
2/6/25,,RWE,"4,000",(29.24),,,,,,,,
2/6/25,,SSYS,"3,000",12.77 ,,,,,,,,
2/6/25,,UN0,500,(42.20),,,,,,,,
2/6/25,,WBA,"6,500",(10.06),,,,,,,,
2/7/25,,SHECY,"4,000",15.30 ,,,,,,,,
2/7/25,,EOAN,"4,000",11.63 ,,,,,,,,
2/7/25,,AET,"50,000",(49.00),,,,,,,,
2/7/25,,AMZN,450,228.95 ,,,,,,,,
2/7/25,,CSCO,"1,000",62.44 ,,,,,,,,
2/10/25,,AMZN,250,(232.89),,,,,,,,
2/11/25,,EPIX,"10,000",1.66 ,,,,,,,,
2/11/25,,IAG,"10,000",(347.00),,,,,,,,
2/12/25,,DSY,"1,000",40.01 ,,,,,,,,
2/12/25,,MVEDSY,"1,000",40.01 ,,,,,,,,
2/12/25,,ALDNE,"10,000",(1.15),,,,,,,,
2/12/25,,SAFAAPL,250,235.47 ,,,,,,,,
2/12/25,,OXY,900,(48.09),,,,,,,,
2/12/25,,GNRC,280,154.81 ,,,,,,,,
2/12/25,,NOTE,"20,000",1.97 ,,,,,,,,
2/12/25,,CVS,"2,000",62.39 ,,,,,,,,
2/12/25,,PROF,"2,000",(6.22),,,,,,,,
2/12/25,,TSLA,400,(336.51),,,,,,,,
2/13/25,,TSLA,200,357.30 ,,,,,,,,
2/13/25,,ASML,100,737.10 ,,,,,,,,
2/13/25,,RWE,"4,000",(28.37),,,,,,,,
2/13/25,,RIGL,"2,000",(20.23),,,,,,,,
2/13/25,,CVS,"2,000",67.07 ,,,,,,,,
2/13/25,,VLVLY,500,30.08 ,,,,,,,,
2/13/25,,NEM,"1,500",47.96 ,,,,,,,,
2/13/25,,PAAS,"3,000",25.15 ,,,,,,,,
2/13/25,,AMZN,400,229.01 ,,,,,,,,
2/13/25,,BLDP,"14,000",(1.46),,,,,,,,
2/13/25,,GNRC,330,(146.95),,,,,,,,
2/14/25,,MVEUN0,488,45.93 ,,,,,,,,
2/14/25,,MVEORA,"5,000",(10.93),,,,,,,,
2/14/25,,EZJ,"8,000",(514.56),,,,,,,,
2/14/25,,DIS,600,(110.22),,,,,,,,
2/14/25,,NOTE,"20,000",(1.67),,,,,,,,
2/14/25,,AAPL,300,244.12 ,,,,,,,,
2/14/25,,AMZN,500,(228.54),,,,,,,,
2/14/25,,NEE,"1,000",68.03 ,,,,,,,,
2/14/25,,RIGL,"2,000",21.43 ,,,,,,,,
"45,702",,NOTE,"10,000",(1.51),,,,,,,,
2/17/25,,IAG,"10,000",(337.00),,,,,,,,
2/18/25,,ALDNE,"20,000",(1.15),,,,,,,,
2/18/25,,MVEALDNE,"30,000",(1.10),,,,,,,,
2/18/25,,DIS,800,(109.28),,,,,,,,
2/18/25,,IAG,"10,000",(337.00),,,,,,,,
2/18/25,,MVEENI,"8,000",(14.09),,,,,,,,
2/18/25,,ALDNE,"20,000",(1.15),,,,,,,,
2/18/25,,ASML,100,717.20 ,,,,,,,,
2/18/25,,AET,"7,000",(46.50),,,,,,,,
2/18/25,,AMZN,200,(224.55),,,,,,,,
2/18/25,,WBA,"3,000",10.77 ,,,,,,,,
2/18/25,,SAFDDD,"5,000",4.48 ,,,,,,,,
2/18/25,,F,"10,000",(9.24),,,,,,,,
2/19/25,,AVGO,250,(227.50),,,,,,,,
2/19/25,,CSCO,"1,000",64.85 ,,,,,,,,
2/19/25,,DIS,400,111.54 ,,,,,,,,
2/19/25,,PAAS,"2,500",(24.12),,,,,,,,
2/19/25,,PROF,"2,000",6.93 ,,,,,,,,
